sku,observed_months,seasonality_status,level_qty,anchor_month_index,slope_12,slope_6,stable_trend_per_month,trend_status,latest_observed_month,level_window,leave_one_out_sign_share
0000352,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
010300001_,26,estimated_from_past,10.6183420267484,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
010300002_,32,estimated_from_past,181.73050977436037,24318.0,-8.81887976782228,-8.971928231123314,-8.81887976782228,stable,2026-08-01,3_calendar_months,1.0
010300003_,32,estimated_from_past,116.46530887637414,24318.0,-3.2959022133241542,-23.58225360392395,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
010300004_,32,estimated_from_past,7.885808355227691,24318.0,-2.4428368940274385,-1.7762712476434908,-0.7885808355227691,stable_capped,2026-08-01,3_calendar_months,1.0
010300005_,32,estimated_from_past,113.07920455422266,24318.0,4.623965880145029,16.617343967242626,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
010300006_,32,estimated_from_past,109.48075638274963,24318.0,12.040776751400283,-104.15551750338189,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300007_,32,estimated_from_past,42.032054424832374,24318.0,2.7280219468585263,-2.01279462592476,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300008_,31,estimated_from_past,24.288504025196534,24318.0,1.7947656220059673,1.468139996132388,1.7947656220059673,stable,2026-08-01,3_calendar_months,1.0
010300009_,32,estimated_from_past,26.99267744855287,24318.0,0.2958661011077456,5.4225506290837915,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
010300010_,32,estimated_from_past,18.45376563431562,24318.0,0.1688054311854166,-3.694688835807284,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.6666666666666666
010300011_,31,estimated_from_past,18.911301040683302,24318.0,-0.40188512621972716,0.1941844720323778,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
010300012_,28,insufficient_history,11.666666666666666,24318.0,0.30092592592592593,-3.4,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9
010300013_,32,estimated_from_past,18.469148926244227,24318.0,0.3548277925371949,2.1906268101640562,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
010300014_,32,estimated_from_past,80.52971262284098,24318.0,2.8017516979413872,-31.070944879305475,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300015_,32,estimated_from_past,169.0954466148462,24318.0,4.604125395773758,22.14686082137713,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
010300016_,32,estimated_from_past,87.27864353433834,24318.0,5.048893319519646,18.96560597364854,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300017_,32,estimated_from_past,147.41786292997912,24318.0,11.161125826990228,19.16335005770035,11.161125826990228,stable,2026-08-01,3_calendar_months,1.0
010300018_,32,estimated_from_past,28.73341634769245,24318.0,1.5182606237829883,1.403136985917042,1.5182606237829883,stable,2026-08-01,3_calendar_months,0.9166666666666666
010300019_,31,insufficient_history,9.666666666666666,24318.0,0.43706293706293703,-1.6571428571428573,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300020_,31,estimated_from_past,11.537651908665877,24318.0,0.035386329068992715,-0.5980419764699345,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.6363636363636364
010300021_,32,estimated_from_past,22.27730307772487,24318.0,0.5525577044674187,1.871063771583023,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300023_,32,estimated_from_past,17.262753424162266,24318.0,0.27166463729024615,1.6751537750232994,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8333333333333334
010300024_,21,insufficient_history,1.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
010300052_,24,insufficient_history,2.0,24317.5,-0.21818181818181825,0.3000000000000001,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,0.9090909090909091
010300053_,32,estimated_from_past,828.2775257752127,24318.0,-1.6617850876792148,52.40527324908527,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.6666666666666666
010300057_,32,estimated_from_past,99.53820015971871,24318.0,4.74067904692403,-5.313931338415721,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300066_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
010300068_,9,insufficient_history,1.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
010300069_,6,insufficient_history,1.8333333333333333,24301.0,0.0,0.0,0.0,insufficient_recent_history,2025-12-01,all_known_history_stale,
010300074_,30,estimated_from_past,83.37318580847578,24318.0,0.5158435990462991,14.978688877290642,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.6666666666666666
010300075_,32,estimated_from_past,823.6076971276598,24318.0,-10.675619761862098,72.60970061966049,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
010300094_,29,insufficient_history,14.5,24317.5,0.13039485766758505,1.1,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,0.7
010300095_,30,insufficient_history,77.66666666666667,24318.0,-16.990074441687348,-57.31428571428572,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300096_,31,insufficient_history,261.0,24318.0,5.5028050490883595,26.02857142857143,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300103_,4,insufficient_history,1.0,24315.0,0.0,0.0,0.0,insufficient_recent_history,2026-04-01,6_calendar_months,
010300108_,1,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2026-07-01,none,
010300115_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
010300121_,32,estimated_from_past,211.38571184341436,24318.0,2.228714554865789,18.912222179521695,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
010300122_,4,insufficient_history,1.0,24316.0,0.0,0.0,0.0,insufficient_recent_history,2026-05-01,6_calendar_months,
010300123_,25,insufficient_history,47.0,24317.0,0.5333333333333335,8.2,0.0,unstable_trend_disabled,2026-06-01,3_calendar_months,0.8888888888888888
010300124_,16,insufficient_history,2.5,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
010300125_,3,insufficient_history,3.3333333333333335,24296.666666666668,0.0,0.0,0.0,insufficient_recent_history,2025-02-01,all_known_history_stale,
010300127_,6,insufficient_history,8.666666666666666,24298.666666666668,0.0,0.0,0.0,insufficient_recent_history,2026-01-01,all_known_history_stale,
010300130_,1,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2025-03-01,none,
