sku,unit,target_month,predicted_qty,level_qty,seasonal_factor,trend_per_month,months_from_level_anchor,trend_contribution_qty,deseasonalized_forecast,damping,status,warnings,model,supplier_id
0000352,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,IEK
010300001_,шт,2026-09-01,8.218407349591839,10.6183420267484,0.7739821649075774,0.0,3.0,0.0,10.6183420267484,0.0,forecast,insufficient_recent_history,decomposition,IEK
010300002_,шт,2026-09-01,180.5052226357427,181.73050977436037,0.9932576696112337,-0.0,2.0,-0.0,181.73050977436037,0.0,forecast,,decomposition,IEK
010300003_,шт,2026-09-01,104.31495530993865,116.46530887637414,0.895674053641734,0.0,2.0,0.0,116.46530887637414,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300004_,шт,2026-09-01,6.15379740050233,7.885808355227691,0.7803635497206612,-0.0,2.0,-0.0,7.885808355227691,0.0,forecast,,decomposition,IEK
010300005_,шт,2026-09-01,104.10426140358624,113.07920455422266,0.9206313558180997,0.0,2.0,0.0,113.07920455422266,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300006_,шт,2026-09-01,131.38049572983059,109.48075638274963,1.2000327735270524,0.0,2.0,0.0,109.48075638274963,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300007_,шт,2026-09-01,42.23824535242654,42.032054424832374,1.0049055638706146,0.0,2.0,0.0,42.032054424832374,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300008_,шт,2026-09-01,32.033376312273646,24.288504025196534,1.3188698768373177,0.0,2.0,0.0,24.288504025196534,0.0,forecast,,decomposition,IEK
010300009_,шт,2026-09-01,19.01126120861862,26.99267744855287,0.7043117988148245,0.0,2.0,0.0,26.99267744855287,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300010_,шт,2026-09-01,15.366991218769856,18.45376563431562,0.8327292934832896,0.0,2.0,0.0,18.45376563431562,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300011_,шт,2026-09-01,15.67865304403532,18.911301040683302,0.8290626335177212,0.0,2.0,0.0,18.911301040683302,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300012_,шт,2026-09-01,11.666666666666666,11.666666666666666,1.0,0.0,2.0,0.0,11.666666666666666,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,IEK
010300013_,шт,2026-09-01,13.057601254969148,18.469148926244227,0.7069952874988519,0.0,2.0,0.0,18.469148926244227,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300014_,шт,2026-09-01,68.88376775137557,80.52971262284098,0.8553832555443366,0.0,2.0,0.0,80.52971262284098,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300015_,шт,2026-09-01,178.06522207416174,169.0954466148462,1.0530456356979634,0.0,2.0,0.0,169.0954466148462,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300016_,шт,2026-09-01,79.34488590594198,87.27864353433834,0.9090985227643352,0.0,2.0,0.0,87.27864353433834,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300017_,шт,2026-09-01,130.53451339219123,147.41786292997912,0.8854728375366071,0.0,2.0,0.0,147.41786292997912,0.0,forecast,,decomposition,IEK
010300018_,шт,2026-09-01,30.416152531242943,28.73341634769245,1.0585637351016086,0.0,2.0,0.0,28.73341634769245,0.0,forecast,,decomposition,IEK
010300019_,шт,2026-09-01,9.666666666666666,9.666666666666666,1.0,0.0,2.0,0.0,9.666666666666666,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,IEK
010300020_,шт,2026-09-01,8.095099619756517,11.537651908665877,0.701624531909853,0.0,2.0,0.0,11.537651908665877,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300021_,шт,2026-09-01,27.00080806185733,22.27730307772487,1.212032173178786,0.0,2.0,0.0,22.27730307772487,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300023_,шт,2026-09-01,26.96577610552859,17.262753424162266,1.562078507579517,0.0,2.0,0.0,17.262753424162266,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300024_,шт,2026-09-01,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,IEK
010300052_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.5,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,IEK
010300053_,шт,2026-09-01,866.880272247788,828.2775257752127,1.0466060532506247,0.0,2.0,0.0,828.2775257752127,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300057_,шт,2026-09-01,107.9166670962675,99.53820015971871,1.0841733819087016,0.0,2.0,0.0,99.53820015971871,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300066_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,IEK
010300068_,шт,2026-09-01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,IEK
010300069_,шт,2026-09-01,1.8333333333333333,1.8333333333333333,1.0,0.0,19.0,0.0,1.8333333333333333,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,IEK
010300074_,шт,2026-09-01,117.78837813127278,83.37318580847578,1.4127849018730712,0.0,2.0,0.0,83.37318580847578,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300075_,шт,2026-09-01,926.0855835794341,823.6076971276598,1.1244256055512436,0.0,2.0,0.0,823.6076971276598,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300094_,шт,2026-09-01,14.5,14.5,1.0,0.0,2.5,0.0,14.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,IEK
010300095_,шт,2026-09-01,77.66666666666667,77.66666666666667,1.0,0.0,2.0,0.0,77.66666666666667,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,IEK
010300096_,шт,2026-09-01,261.0,261.0,1.0,0.0,2.0,0.0,261.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,IEK
010300103_,шт,2026-09-01,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,IEK
010300108_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,IEK
010300115_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,IEK
010300121_,шт,2026-09-01,186.66727434038086,211.38571184341436,0.8830647668308638,0.0,2.0,0.0,211.38571184341436,0.0,forecast,unstable_trend_disabled,decomposition,IEK
010300122_,шт,2026-09-01,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,IEK
010300123_,шт,2026-09-01,47.0,47.0,1.0,0.0,3.0,0.0,47.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,IEK
