product_code,product_name,unit,month,sales_qty,opening_stock_qty,sales_row_present,stock_row_present
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-01-01,,,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-02-01,,,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-03-01,,,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-04-01,,,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-05-01,,,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-06-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-07-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-08-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-09-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-10-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-11-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2024-12-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-01-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-02-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-03-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-04-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-05-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-06-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-07-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-08-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-09-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-10-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-11-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2025-12-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-01-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-02-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-03-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-04-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-05-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-06-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-07-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-08-01,,1.0,False,True
0000352,Контактор КТИ-65003 реверс. 500А 230В IEK !!!,шт,2026-09-01,,1.0,False,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-01-01,24.0,5.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-02-01,3.0,21.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-03-01,4.0,36.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-04-01,11.0,61.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-05-01,4.0,21.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-06-01,5.0,125.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-07-01,13.0,123.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-08-01,14.0,102.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-09-01,16.0,16.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-10-01,42.0,,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-11-01,4.0,58.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2024-12-01,19.0,50.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-01-01,28.0,51.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-02-01,,23.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-03-01,14.0,63.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-04-01,14.0,49.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-05-01,72.0,70.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-06-01,,4.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-07-01,2.0,64.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-08-01,3.0,62.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-09-01,2.0,55.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-10-01,89.0,58.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-11-01,14.0,15.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2025-12-01,4.0,1.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-01-01,10.0,76.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-02-01,10.0,66.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-03-01,,55.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-04-01,24.0,75.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-05-01,,55.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-06-01,7.0,64.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-07-01,,57.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-08-01,,57.0,True,True
010300001_,УЗО АД 12 (2ф) 10А IEK (5/40),шт,2026-09-01,15.0,57.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-01-01,95.0,513.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-02-01,27.0,425.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-03-01,78.0,518.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-04-01,195.0,386.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-05-01,407.0,390.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-06-01,40.0,,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-07-01,492.0,,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-08-01,55.0,,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-09-01,311.0,,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-10-01,182.0,241.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-11-01,703.0,419.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2024-12-01,442.0,1.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-01-01,366.0,559.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-02-01,245.0,313.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-03-01,499.0,668.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-04-01,79.0,359.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-05-01,331.0,945.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-06-01,214.0,631.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-07-01,185.0,479.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-08-01,309.0,998.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-09-01,204.0,1089.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-10-01,527.0,1006.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-11-01,103.0,959.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2025-12-01,291.0,977.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-01-01,5.0,1016.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-02-01,194.0,987.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-03-01,549.0,823.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-04-01,37.0,753.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-05-01,53.0,796.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-06-01,71.0,902.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-07-01,375.0,786.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-08-01,84.0,671.0,True,True
010300002_,УЗО АД 12 (2ф) 16А IEK (5/40),шт,2026-09-01,14.0,709.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-01-01,162.0,301.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-02-01,55.0,183.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-03-01,73.0,248.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-04-01,55.0,218.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-05-01,148.0,274.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-06-01,165.0,128.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-07-01,175.0,284.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-08-01,250.0,142.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-09-01,101.0,92.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-10-01,26.0,185.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-11-01,109.0,562.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2024-12-01,362.0,380.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-01-01,237.0,219.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-02-01,101.0,143.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-03-01,55.0,413.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-04-01,125.0,321.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-05-01,21.0,422.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-06-01,98.0,402.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-07-01,19.0,305.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-08-01,153.0,526.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-09-01,74.0,372.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-10-01,195.0,360.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-11-01,153.0,413.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2025-12-01,80.0,341.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-01-01,55.0,423.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-02-01,47.0,487.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-03-01,199.0,364.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-04-01,22.0,109.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-05-01,5.0,327.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-06-01,268.0,322.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-07-01,151.0,279.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-08-01,6.0,557.0,True,True
010300003_,УЗО АД 12 (2ф) 25А IEK (5/40),шт,2026-09-01,34.0,531.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-01-01,18.0,29.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-02-01,7.0,27.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-03-01,5.0,60.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-04-01,28.0,34.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-05-01,37.0,39.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-06-01,9.0,16.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-07-01,207.0,52.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-08-01,1.0,,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-09-01,6.0,79.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-10-01,5.0,114.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-11-01,15.0,119.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2024-12-01,8.0,104.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-01-01,12.0,116.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-02-01,4.0,104.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-03-01,38.0,100.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-04-01,3.0,74.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-05-01,1.0,171.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-06-01,61.0,169.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-07-01,61.0,108.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-08-01,25.0,122.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-09-01,15.0,97.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-10-01,63.0,81.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-11-01,12.0,78.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2025-12-01,77.0,77.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-01-01,25.0,,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-02-01,1.0,7.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-03-01,12.0,100.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-04-01,25.0,73.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-05-01,7.0,88.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-06-01,2.0,100.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-07-01,12.0,108.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-08-01,13.0,102.0,True,True
010300004_,УЗО АД 12 (2ф) 32А IEK (5/40),шт,2026-09-01,1.0,89.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-01-01,15.0,63.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-02-01,10.0,44.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-03-01,17.0,34.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-04-01,2.0,28.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-05-01,56.0,42.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-06-01,6.0,,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-07-01,9.0,50.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-08-01,9.0,41.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-09-01,54.0,33.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-10-01,2.0,,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-11-01,64.0,62.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2024-12-01,107.0,,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-01-01,45.0,128.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-02-01,19.0,84.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-03-01,11.0,85.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-04-01,1.0,94.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-05-01,91.0,126.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-06-01,40.0,31.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-07-01,5.0,81.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-08-01,78.0,128.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-09-01,3.0,53.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-10-01,91.0,133.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-11-01,151.0,149.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2025-12-01,336.0,32.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-01-01,10.0,296.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-02-01,25.0,288.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-03-01,3.0,262.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-04-01,84.0,259.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-05-01,2.0,175.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-06-01,8.0,236.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-07-01,138.0,228.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-08-01,94.0,82.0,True,True
010300005_,УЗО АД 12 (2ф) 40А IEK (4/32),шт,2026-09-01,17.0,153.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-01-01,56.0,55.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-02-01,7.0,,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-03-01,71.0,214.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-04-01,5.0,144.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-05-01,177.0,236.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-06-01,84.0,59.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-07-01,142.0,167.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-08-01,63.0,25.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-09-01,163.0,237.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-10-01,148.0,74.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-11-01,82.0,374.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2024-12-01,20.0,324.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-01-01,3.0,368.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-02-01,9.0,365.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-03-01,72.0,356.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-04-01,173.0,284.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-05-01,22.0,375.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-06-01,26.0,385.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-07-01,159.0,359.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-08-01,226.0,200.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-09-01,20.0,238.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-10-01,156.0,311.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-11-01,215.0,315.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2025-12-01,12.0,324.0,True,True
010300006_,УЗО АД 12 (2ф) 50А IEK (4/32),шт,2026-01-01,71.0,312.0,True,True
