split,model,unit,rows,mae,wape,bias,segment_type,segment
test,boosting_poisson,м,128,451.19107758820724,0.551757503881633,-0.20320535420947766,history_segment,12plus_months
test,boosting_poisson,упак,84,34.66164979666892,0.3610588520486346,-0.13344527564010342,history_segment,12plus_months
test,boosting_poisson,шт,1618,55.991309635161564,0.31177793796267844,-0.08398243638956808,history_segment,12plus_months
test,boosting_squared,м,128,450.71716107552464,0.5511779556479139,-0.23930940166233405,history_segment,12plus_months
test,boosting_squared,упак,84,35.37235830580955,0.36846206568551615,-0.17814046429353922,history_segment,12plus_months
test,boosting_squared,шт,1618,56.3525376561749,0.31378937381334404,-0.09494785160199784,history_segment,12plus_months
test,mean_3,м,128,468.26041666666674,0.5726314448584441,-0.20602210120696796,history_segment,12plus_months
test,mean_3,упак,84,34.617063492063494,0.3605944113756614,-0.19314236111111113,history_segment,12plus_months
test,mean_3,шт,1618,56.883877476664885,0.3167480478409612,-0.1478315858929613,history_segment,12plus_months
test,seasonal_12,м,128,703.9153645833333,0.8608117575873379,0.29355912232094517,history_segment,12plus_months
test,seasonal_12,упак,84,30.46230158730159,0.31731564153439157,0.08277529761904762,history_segment,12plus_months
test,seasonal_12,шт,1618,72.5356104318989,0.4039020197362871,0.07530015857967187,history_segment,12plus_months
validation,boosting_poisson,м,407,281.2641365826318,0.6274156970476457,0.17966436049777956,history_segment,12plus_months
validation,boosting_poisson,упак,213,45.77308868061715,0.5855656389772644,0.22169952349847138,history_segment,12plus_months
validation,boosting_poisson,шт,4465,54.3035708605396,0.3689628974217753,0.022066072061168836,history_segment,12plus_months
validation,boosting_squared,м,407,281.27048442229005,0.6274298571687771,0.16352274277512624,history_segment,12plus_months
validation,boosting_squared,упак,213,44.49794566637513,0.569252998614889,0.21021474914711843,history_segment,12plus_months
validation,boosting_squared,шт,4465,52.75461766694912,0.35843861238450625,0.006991073591611836,history_segment,12plus_months
validation,mean_3,м,407,317.75,0.7088046850164973,0.019969873685056663,history_segment,12plus_months
validation,mean_3,упак,213,42.94600938967136,0.5493993993993994,0.17600600600600594,history_segment,12plus_months
validation,mean_3,шт,4465,61.98806190164927,0.42117478763100274,0.07488355807648947,history_segment,12plus_months
validation,seasonal_12,м,407,429.75900900900905,0.9586630968170974,0.46282304946269565,history_segment,12plus_months
validation,seasonal_12,упак,213,63.556338028169016,0.8130630630630631,0.5144844844844846,history_segment,12plus_months
validation,seasonal_12,шт,4465,72.84962270652079,0.49497311951934453,0.07394851950169273,history_segment,12plus_months
test,boosting_poisson,м,3,93.03344020828342,2.4060372467659508,1.338227550034988,history_segment,short_history
test,boosting_poisson,упак,6,2.3183867178380733,0.5151970484084607,-0.2747666390788634,history_segment,short_history
test,boosting_poisson,шт,271,7.186108833259811,1.0425243542898335,0.3408545985615484,history_segment,short_history
test,boosting_squared,м,3,101.65766344170736,2.6290775028027764,1.569358266756888,history_segment,short_history
test,boosting_squared,упак,6,2.6060694142174587,0.5791265364927686,-0.4378433619537014,history_segment,short_history
test,boosting_squared,шт,271,7.174806533493862,1.0408846737563364,0.35163716696888514,history_segment,short_history
test,mean_3,м,3,59.666666666666664,1.543103448275862,0.646551724137931,history_segment,short_history
test,mean_3,упак,6,3.6041666666666665,0.8009259259259259,-0.38425925925925924,history_segment,short_history
test,mean_3,шт,271,8.136330090573633,1.1803776523262606,0.28503503990656026,history_segment,short_history
test,seasonal_12,м,3,59.666666666666664,1.543103448275862,0.646551724137931,history_segment,short_history
test,seasonal_12,упак,6,3.6041666666666665,0.8009259259259259,-0.38425925925925924,history_segment,short_history
test,seasonal_12,шт,271,9.369266465391929,1.3592458309000068,0.42917802219194084,history_segment,short_history
validation,boosting_poisson,м,29,26.15889967711131,0.9651502425397303,0.08691326571387474,history_segment,short_history
validation,boosting_poisson,упак,25,2.2927671006745483,0.9882616813252363,0.41125713794141416,history_segment,short_history
validation,boosting_poisson,шт,823,7.779540635031767,0.9627912695685931,0.11751383780221998,history_segment,short_history
validation,boosting_squared,м,29,30.504204533765375,1.1254731952661525,0.2812278619467216,history_segment,short_history
validation,boosting_squared,упак,25,2.4185856488625883,1.0424938141649087,0.5071765922684012,history_segment,short_history
validation,boosting_squared,шт,823,7.992443024535596,0.9891399412319994,0.14605918260783204,history_segment,short_history
validation,mean_3,м,29,31.108150470219435,1.1477561878325238,0.26191302336340505,history_segment,short_history
validation,mean_3,упак,25,2.226666666666667,0.9597701149425288,-0.05747126436781607,history_segment,short_history
validation,mean_3,шт,823,9.083589146104334,1.124179528908852,0.16092333647972748,history_segment,short_history
validation,seasonal_12,м,29,31.952978056426332,1.1789266712930835,0.26636594957205645,history_segment,short_history
validation,seasonal_12,упак,25,3.546666666666667,1.528735632183908,0.6494252873563219,history_segment,short_history
validation,seasonal_12,шт,823,9.417876867968,1.165550776291378,0.22007995638446765,history_segment,short_history
test,boosting_poisson,м,112,511.5835575416377,0.549393610676403,-0.20485297411441925,missing_segment,few_unknown_months
test,boosting_poisson,упак,70,39.64109612142699,0.34820890055212567,-0.14617256822575195,missing_segment,few_unknown_months
test,boosting_poisson,шт,1374,64.6829595775266,0.3080696128071932,-0.08588818674528423,missing_segment,few_unknown_months
test,boosting_squared,м,112,510.86783384502723,0.5486249893629718,-0.24122885931683902,missing_segment,few_unknown_months
test,boosting_squared,упак,70,40.73381301604013,0.35780736743917796,-0.18947230766890316,missing_segment,few_unknown_months
test,boosting_squared,шт,1374,65.12881205487632,0.31019310253251453,-0.09683760348023548,missing_segment,few_unknown_months
test,mean_3,м,112,529.1443452380953,0.568252278858078,-0.2083141564070111,missing_segment,few_unknown_months
test,mean_3,упак,70,38.96904761904763,0.34230560087003814,-0.21075417241812022,missing_segment,few_unknown_months
test,mean_3,шт,1374,65.627365356623,0.31256759379939547,-0.1497832376621096,missing_segment,few_unknown_months
test,seasonal_12,м,112,799.84375,0.8589585011314387,0.2932168015443818,missing_segment,few_unknown_months
test,seasonal_12,упак,70,34.67619047619048,0.3045969799640273,0.07228008533065629,missing_segment,few_unknown_months
test,seasonal_12,шт,1374,83.78250849102376,0.39903623952007244,0.07314284591848998,missing_segment,few_unknown_months
validation,boosting_poisson,м,389,293.0953678094144,0.626754134294946,0.18012682901294896,missing_segment,few_unknown_months
validation,boosting_poisson,упак,202,47.5054792521572,0.5813708232724921,0.22001758507142907,missing_segment,few_unknown_months
validation,boosting_poisson,шт,4250,56.8154485786291,0.36817095390297455,0.022352583461215113,missing_segment,few_unknown_months
validation,boosting_squared,м,389,293.09843048406003,0.6267606835079563,0.16411447731667492,missing_segment,few_unknown_months
validation,boosting_squared,упак,202,46.29891393997625,0.5666049082682179,0.20878958561200017,missing_segment,few_unknown_months
