sku,month,sales_qty_raw,sales_status,stock_qty_raw,stock_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient
0000352,2024-01-01,,not_in_source,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False
0000352,2024-02-01,,not_in_source,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False
0000352,2024-03-01,,not_in_source,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False
0000352,2024-04-01,,not_in_source,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False
0000352,2024-05-01,,not_in_source,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False
0000352,2024-06-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False
0000352,2024-07-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,6,0,,0.0,,0.0,,1.0,,7,31,False
0000352,2024-08-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,7,0,,0.0,,0.0,,1.0,,8,31,False
0000352,2024-09-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,8,0,,0.0,,0.0,,1.0,,9,30,False
0000352,2024-10-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,9,0,,0.0,,0.0,,1.0,,10,31,False
0000352,2024-11-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,10,0,,0.0,,0.0,,1.0,,11,30,False
0000352,2024-12-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,11,0,,0.0,,0.0,,1.0,,12,31,False
0000352,2025-01-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,12,0,,0.0,,0.0,,1.0,,1,31,False
0000352,2025-02-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,13,0,,0.0,,0.0,,1.0,,2,28,False
0000352,2025-03-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,14,0,,0.0,,0.0,,1.0,,3,31,False
0000352,2025-04-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,15,0,,0.0,,0.0,,1.0,,4,30,False
0000352,2025-05-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,16,0,,0.0,,0.0,,1.0,,5,31,False
0000352,2025-06-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,17,0,,0.0,,0.0,,1.0,,6,30,False
0000352,2025-07-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,18,0,,0.0,,0.0,,1.0,,7,31,False
0000352,2025-08-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,19,0,,0.0,,0.0,,1.0,,8,31,False
0000352,2025-09-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,20,0,,0.0,,0.0,,1.0,,9,30,False
0000352,2025-10-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,21,0,,0.0,,0.0,,1.0,,10,31,False
0000352,2025-11-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,22,0,,0.0,,0.0,,1.0,,11,30,False
0000352,2025-12-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,23,0,,0.0,,0.0,,1.0,,12,31,False
0000352,2026-01-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,24,0,,0.0,,0.0,,1.0,,1,31,False
0000352,2026-02-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,25,0,,0.0,,0.0,,1.0,,2,28,False
0000352,2026-03-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,26,0,,0.0,,0.0,,1.0,,3,31,False
0000352,2026-04-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,27,0,,0.0,,0.0,,1.0,,4,30,False
0000352,2026-05-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,28,0,,0.0,,0.0,,1.0,,5,31,False
0000352,2026-06-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,29,0,,0.0,,0.0,,1.0,,6,30,False
0000352,2026-07-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,30,0,,0.0,,0.0,,1.0,,7,31,False
0000352,2026-08-01,,not_in_source,1.0,observed,шт,True,,1.0,,,,,,1.0,31,0,,0.0,,0.0,,1.0,,8,31,False
0000352,2026-09-01,,not_in_source,1.0,observed,шт,False,,,,,,,,1.0,32,0,,0.0,,0.0,,1.0,,9,30,False
010300001_,2024-01-01,24.0,observed,5.0,observed,шт,True,24.0,5.0,,,,,,,0,0,,0.0,,0.0,,,,1,31,False
010300001_,2024-02-01,3.0,observed,21.0,observed,шт,True,3.0,21.0,24.0,,,,,5.0,1,1,24.0,1.0,24.0,1.0,,0.0,0.0,2,29,False
010300001_,2024-03-01,4.0,observed,36.0,observed,шт,True,4.0,36.0,3.0,24.0,,,,21.0,2,2,13.5,2.0,13.5,2.0,14.849242404917497,0.0,0.0,3,31,False
010300001_,2024-04-01,11.0,observed,61.0,observed,шт,True,11.0,61.0,4.0,3.0,24.0,,,36.0,3,3,10.333333333333334,3.0,10.333333333333334,3.0,11.846237095944574,0.0,0.0,4,30,True
010300001_,2024-05-01,4.0,observed,21.0,observed,шт,True,4.0,21.0,11.0,4.0,3.0,,,61.0,4,4,6.0,3.0,10.5,4.0,9.678154093971983,0.0,0.0,5,31,True
010300001_,2024-06-01,5.0,observed,125.0,observed,шт,True,5.0,125.0,4.0,11.0,4.0,,,21.0,5,5,6.333333333333333,3.0,9.2,5.0,8.87130204648675,0.0,0.0,6,30,True
010300001_,2024-07-01,13.0,observed,123.0,observed,шт,True,13.0,123.0,5.0,4.0,11.0,24.0,,125.0,6,6,6.666666666666667,3.0,8.5,6.0,8.117881497040962,0.0,0.0,7,31,True
010300001_,2024-08-01,14.0,observed,102.0,observed,шт,True,14.0,102.0,13.0,5.0,4.0,3.0,,123.0,7,7,7.333333333333333,3.0,6.666666666666667,6.0,4.226897995772629,0.0,0.0,8,31,True
010300001_,2024-09-01,16.0,observed,16.0,observed,шт,True,16.0,16.0,14.0,13.0,5.0,4.0,,102.0,8,8,10.666666666666666,3.0,8.5,6.0,4.679743582719036,0.0,0.0,9,30,True
010300001_,2024-10-01,42.0,observed,,blank,шт,True,42.0,,16.0,14.0,13.0,11.0,,16.0,9,9,14.333333333333334,3.0,10.5,6.0,4.9295030175464944,0.0,0.0,10,31,True
010300001_,2024-11-01,4.0,observed,58.0,observed,шт,True,4.0,58.0,42.0,16.0,14.0,4.0,,,10,10,24.0,3.0,15.666666666666666,6.0,13.808210118138652,0.0,0.0,11,30,True
010300001_,2024-12-01,19.0,observed,50.0,observed,шт,True,19.0,50.0,4.0,42.0,16.0,5.0,,58.0,11,11,20.666666666666668,3.0,15.666666666666666,6.0,13.808210118138652,0.0,0.0,12,31,True
010300001_,2025-01-01,28.0,observed,51.0,observed,шт,True,28.0,51.0,19.0,4.0,42.0,13.0,24.0,50.0,12,12,21.666666666666668,3.0,18.0,6.0,12.790621564255586,0.0,0.0,1,31,True
010300001_,2025-02-01,,blank,23.0,observed,шт,True,,23.0,28.0,19.0,4.0,14.0,3.0,51.0,13,13,17.0,3.0,20.5,6.0,13.080519867344723,0.0,0.0,2,28,True
010300001_,2025-03-01,14.0,observed,63.0,observed,шт,True,14.0,63.0,,28.0,19.0,16.0,4.0,23.0,14,13,23.5,2.0,21.8,5.0,14.184498581197715,0.16666666666666663,0.0,3,31,True
010300001_,2025-04-01,14.0,observed,49.0,observed,шт,True,14.0,49.0,14.0,,28.0,42.0,11.0,63.0,15,14,21.0,2.0,21.4,5.0,14.415269681833914,0.16666666666666663,0.0,4,30,True
010300001_,2025-05-01,72.0,observed,70.0,observed,шт,True,72.0,70.0,14.0,14.0,,4.0,4.0,49.0,16,15,14.0,2.0,15.8,5.0,8.729261137118078,0.16666666666666663,0.0,5,31,True
010300001_,2025-06-01,,blank,4.0,observed,шт,True,,4.0,72.0,14.0,14.0,19.0,5.0,70.0,17,16,33.333333333333336,3.0,29.4,5.0,24.490814604663523,0.16666666666666663,0.0,6,30,True
010300001_,2025-07-01,2.0,observed,64.0,observed,шт,True,2.0,64.0,,72.0,14.0,28.0,13.0,4.0,18,16,43.0,2.0,32.0,4.0,27.471197037382023,0.33333333333333337,0.0,7,31,True
010300001_,2025-08-01,3.0,observed,62.0,observed,шт,True,3.0,62.0,2.0,,72.0,,14.0,64.0,19,17,37.0,2.0,25.5,4.0,31.511902513177464,0.33333333333333337,0.0,8,31,True
010300001_,2025-09-01,2.0,observed,55.0,observed,шт,True,2.0,55.0,3.0,2.0,,14.0,16.0,62.0,20,18,2.5,2.0,21.0,5.0,29.086079144497976,0.16666666666666663,0.0,9,30,True
010300001_,2025-10-01,89.0,observed,58.0,observed,шт,True,89.0,58.0,2.0,3.0,2.0,14.0,42.0,55.0,21,19,2.3333333333333335,3.0,18.6,5.0,30.278705388440905,0.16666666666666663,0.0,10,31,True
010300001_,2025-11-01,14.0,observed,15.0,observed,шт,True,14.0,15.0,89.0,2.0,3.0,72.0,4.0,58.0,22,20,31.333333333333332,3.0,33.6,5.0,43.23540216072935,0.16666666666666663,0.0,11,30,True
